Location_ID,Heritage_Type,Tourist_Review_Text,Social_Media_Post,Policy_Context,Visitor_Count,Ticket_Price,Accommodation_Occupancy,Transport_Availability,Food_Service_Rating,Guided_Tour_Availability,Souvenir_Sales,Local_Workshop_Participation,Resource_Utilization,Booking_Inquiries,Booking_Conversions,Tourist_Satisfaction,Repeat_Visit_Rate,Marketing_Reach,Revenue_Generated,Operational_Cost,Booking_Conversion_Rate,Economic_Benefit_Score,Industry_Chain_Performance
L0640,Folk Art Center,Well preserved heritage with engaging workshops,Enjoyed local food and cultural activities,Community-based tourism program,579,16,81.47,18,2.86,6,19060,141,87.52,402,89,2.52,23.43,39433,88520,43263,0.22139303482587064,0.6239400827962429,0.74569
L0641,Cultural Museum,Crowded during peak season but worth visiting,Enjoyed local food and cultural activities,Rural tourism promotion program,290,14,91.19,8,3.91,0,9399,46,66.9,138,380,4.67,28.4,42174,86614,10153,1.0,0.769796578281439,0.82137
L0642,Cultural Museum,Well preserved heritage with engaging workshops,Enjoyed local food and cultural activities,Rural tourism promotion program,183,99,78.01,10,4.18,1,10557,94,63.94,325,104,3.49,24.5,14118,91630,47856,0.32,0.6460777390251953,0.69919
L0643,Folk Art Center,Beautiful heritage site with great cultural experience,A perfect place for cultural tourism,Cultural heritage conservation initiative,781,89,77.1,1,3.92,0,6501,88,68.96,302,198,4.46,58.37,40718,11772,33824,0.6556291390728477,0.5493613318250475,0.7747399999999999
L0644,Temple,Nice cultural atmosphere but transport could improve,Loved the traditional village lifestyle,Local tourism development scheme,440,66,40.19,15,4.14,8,8276,182,60.94,248,362,4.43,34.36,20403,76822,48072,1.0,0.7254344080256854,0.63013
L0645,Folk Art Center,Well preserved heritage with engaging workshops,A perfect place for cultural tourism,Sustainable rural tourism policy,151,81,66.1,15,2.79,6,12117,139,68.35,155,131,2.61,16.69,37644,51419,20546,0.8451612903225807,0.5310405298064207,0.6282999999999999
L0646,Heritage Street,Beautiful heritage site with great cultural experience,Enjoyed local food and cultural activities,Rural tourism promotion program,701,95,51.01,4,3.69,6,13449,6,47.44,433,331,4.55,16.11,42355,57550,23255,0.7644341801385681,0.595674682129321,0.6157900000000001
L0647,Heritage Street,Amazing traditional crafts and friendly locals,Great destination for heritage tourism,Local tourism development scheme,730,49,57.82,10,3.39,2,11255,176,93.24,498,53,3.22,25.52,27895,95211,18780,0.10642570281124498,0.6820955658101855,0.7396199999999999
L0648,Temple,Amazing traditional crafts and friendly locals,Exploring rural culture and traditional crafts,Sustainable rural tourism policy,547,37,93.83,8,4.93,4,19986,141,41.88,142,269,4.6,30.05,15226,71730,21737,1.0,0.6740701993918723,0.7250099999999999
L0649,Folk Art Center,Excellent food and local cultural activities,Exploring rural culture and traditional crafts,Community-based tourism program,560,45,44.7,14,2.62,1,16761,156,66.58,218,304,3.73,24.44,25256,76435,46466,1.0,0.6856731641644745,0.62422
L0650,Heritage Street,Well preserved heritage with engaging workshops,A perfect place for cultural tourism,Local tourism development scheme,752,65,79.74,13,3.25,4,15015,174,51.55,49,197,3.98,37.53,31738,77908,23794,1.0,0.6921680923493934,0.6842199999999999
L0651,Traditional Market,Excellent food and local cultural activities,Enjoyed local food and cultural activities,Local tourism development scheme,586,56,49.51,17,4.85,7,18861,141,43.21,37,314,2.75,53.59,23323,84850,18046,1.0,0.6589084667280128,0.48636999999999997
L0652,Folk Art Center,Very authentic rural tourism experience,Visited this amazing heritage destination today!,Local tourism development scheme,594,80,40.41,7,4.96,9,3497,178,75.84,42,270,3.45,49.41,39525,22541,17595,1.0,0.5659322038128007,0.63159
L0653,Traditional Market,Crowded during peak season but worth visiting,A perfect place for cultural tourism,Community-based tourism program,392,49,67.58,6,4.56,2,6850,141,94.18,57,54,4.93,38.95,45971,94917,14526,0.9473684210526315,0.8728326523754198,0.8752599999999999
L0654,Heritage Street,Well preserved heritage with engaging workshops,Enjoyed local food and cultural activities,Community-based tourism program,55,68,48.87,9,2.69,3,18864,86,81.23,256,69,4.81,46.21,43212,25908,47032,0.26953125,0.5769684504683484,0.7601300000000001
L0655,Cultural Museum,Amazing traditional crafts and friendly locals,Loved the traditional village lifestyle,Local tourism development scheme,243,52,93.1,8,3.9,7,2787,135,53.97,267,273,4.99,43.12,6244,66990,19343,1.0,0.7231322125646386,0.7945799999999998
L0656,Heritage Street,Nice cultural atmosphere but transport could improve,Exploring rural culture and traditional crafts,Cultural heritage conservation initiative,791,75,51.2,14,3.5,1,19196,76,67.14,380,315,3.78,13.3,17171,36594,13880,0.8289473684210527,0.5359297959045084,0.64896
L0657,Traditional Market,Beautiful heritage site with great cultural experience,Exploring rural culture and traditional crafts,Rural tourism promotion program,186,18,50.56,3,4.52,0,3561,99,42.74,49,45,4.55,41.73,39785,78966,5885,0.9183673469387755,0.7043594937232737,0.59564
L0658,Fort,Historic place with good guides and storytelling,Exploring rural culture and traditional crafts,Community-based tourism program,522,15,41.77,13,2.64,2,17288,107,69.24,138,335,3.64,53.6,25780,75389,15601,1.0,0.7270945050460597,0.62067
L0659,Handicraft Center,Excellent food and local cultural activities,Visited this amazing heritage destination today!,Cultural heritage conservation initiative,265,74,58.14,9,2.99,1,1915,64,45.47,305,19,4.85,51.5,9451,39634,42638,0.06229508196721312,0.5358464828614009,0.6473
L0660,Historic Village,Historic place with good guides and storytelling,Enjoyed local food and cultural activities,Community-based tourism program,398,12,41.33,9,3.72,9,8313,36,83.7,475,301,4.96,33.5,8570,55650,33479,0.6336842105263157,0.696003487916673,0.7563900000000001
L0661,Folk Art Center,Well preserved heritage with engaging workshops,Enjoyed local food and cultural activities,Local tourism development scheme,232,83,67.44,11,2.89,1,11988,195,43.12,479,333,4.69,26.29,11727,69015,22573,0.6951983298538622,0.6367833215679886,0.6562
L0662,Fort,Nice cultural atmosphere but transport could improve,Enjoyed local food and cultural activities,Cultural heritage conservation initiative,217,46,67.81,6,4.23,3,15616,15,40.51,93,112,4.05,28.89,6292,59124,20138,1.0,0.6042642559437482,0.60847
L0663,Heritage Street,Excellent food and local cultural activities,Enjoyed local food and cultural activities,Sustainable rural tourism policy,87,96,42.93,12,4.55,5,14454,147,87.39,90,341,4.97,38.29,6280,78410,24442,1.0,0.815994408675822,0.77655
L0664,Cultural Museum,Historic place with good guides and storytelling,Visited this amazing heritage destination today!,Rural tourism promotion program,724,42,53.2,4,4.26,9,5593,194,91.84,442,120,4.96,30.48,2296,7005,45992,0.27149321266968324,0.5255687353439245,0.82456
L0665,Temple,Crowded during peak season but worth visiting,Great destination for heritage tourism,Rural tourism promotion program,520,18,85.77,4,3.6,9,1976,111,44.76,292,282,3.69,27.42,45944,91175,21676,0.9657534246575342,0.6853077947807396,0.6577500000000001
L0666,Heritage Street,Nice cultural atmosphere but transport could improve,A perfect place for cultural tourism,Community-based tourism program,501,62,65.44,17,4.7,4,18133,198,55.34,499,30,3.26,15.93,31979,60121,7238,0.06012024048096192,0.48398790823377513,0.6132799999999999
L0667,Cultural Museum,Beautiful heritage site with great cultural experience,A perfect place for cultural tourism,Rural tourism promotion program,539,86,63.9,7,2.84,3,4555,31,80.79,344,214,2.97,15.31,16581,58330,16487,0.622093023255814,0.5702810579442613,0.69306
L0668,Handicraft Center,Crowded during peak season but worth visiting,Enjoyed local food and cultural activities,Sustainable rural tourism policy,191,60,78.43,6,3.15,7,12360,196,69.68,381,106,4.19,11.47,22619,59818,13515,0.2782152230971129,0.573378215565295,0.76541
L0669,Heritage Street,Nice cultural atmosphere but transport could improve,Loved the traditional village lifestyle,Cultural heritage conservation initiative,152,80,79.32,8,3.72,4,8455,84,92.21,232,319,2.59,59.69,2647,6709,43771,1.0,0.5235862275577872,0.7622
L0670,Traditional Market,Very authentic rural tourism experience,Exploring rural culture and traditional crafts,Cultural heritage conservation initiative,760,35,81.91,7,2.65,1,12818,157,61.4,498,393,4.41,28.13,31559,72519,36497,0.7891566265060241,0.6820133592168813,0.75593
L0671,Temple,Excellent food and local cultural activities,Visited this amazing heritage destination today!,Local tourism development scheme,761,25,85.68,8,2.74,3,9460,147,40.18,455,310,2.63,13.63,12608,52925,19212,0.6813186813186813,0.45924521788531636,0.5755600000000001
L0672,Cultural Museum,Amazing traditional crafts and friendly locals,Loved the traditional village lifestyle,Cultural heritage conservation initiative,91,49,52.77,9,3.49,6,4028,185,41.09,354,146,3.16,38.38,23425,99234,6519,0.4124293785310734,0.6367574684045232,0.51227
L0673,Cultural Museum,Beautiful heritage site with great cultural experience,Loved the traditional village lifestyle,Community-based tourism program,196,99,43.65,1,4.86,3,11327,28,71.07,160,64,3.74,43.75,25872,48473,27807,0.4,0.580214544404325,0.63963
L0674,Cultural Museum,Well preserved heritage with engaging workshops,Enjoyed local food and cultural activities,Sustainable rural tourism policy,115,60,60.91,3,4.77,5,6239,151,81.37,257,59,2.74,44.04,36212,14228,49362,0.22957198443579765,0.4314501639663396,0.6726099999999999
L0675,Handicraft Center,Crowded during peak season but worth visiting,Visited this amazing heritage destination today!,Local tourism development scheme,242,48,87.03,18,3.66,1,18632,128,83.48,26,29,2.59,58.47,25274,93692,49382,1.0,0.7653000383580553,0.75041
L0676,Heritage Street,Crowded during peak season but worth visiting,A perfect place for cultural tourism,Community-based tourism program,347,64,44.29,19,2.86,8,12399,26,90.13,235,373,3.7,20.66,2736,56650,32151,1.0,0.6662356969963692,0.71539
L0677,Handicraft Center,Historic place with good guides and storytelling,Exploring rural culture and traditional crafts,Community-based tourism program,87,45,71.68,11,2.95,3,2405,20,52.6,87,266,4.72,54.74,11338,33702,7821,1.0,0.6244372367197111,0.70864
L0678,Folk Art Center,Excellent food and local cultural activities,A perfect place for cultural tourism,Community-based tourism program,551,74,78.56,16,3.44,0,17822,144,80.61,335,214,3.52,55.31,9799,46149,43428,0.6388059701492538,0.6225416769917205,0.76932
L0679,Historic Village,Well preserved heritage with engaging workshops,Loved the traditional village lifestyle,Rural tourism promotion program,702,94,66.48,18,3.03,2,16369,91,85.49,124,351,3.0,32.89,10280,45694,32160,1.0,0.607425793266586,0.7213999999999999
L0680,Historic Village,Amazing traditional crafts and friendly locals,Exploring rural culture and traditional crafts,Community-based tourism program,667,86,54.03,6,2.71,6,17698,159,86.0,486,201,3.52,57.64,35206,34988,14536,0.41358024691358025,0.5808040717612427,0.7172899999999999
L0681,Folk Art Center,Nice cultural atmosphere but transport could improve,Great destination for heritage tourism,Rural tourism promotion program,477,99,57.95,2,4.18,9,3112,171,62.63,449,300,4.31,20.09,35961,97821,44394,0.6681514476614699,0.7312347849405837,0.6829700000000001
L0682,Heritage Street,Amazing traditional crafts and friendly locals,Loved the traditional village lifestyle,Cultural heritage conservation initiative,713,54,43.94,4,3.95,8,17975,113,74.43,54,133,2.6,26.98,20965,98868,4429,1.0,0.7159962999229839,0.58554
L0683,Traditional Market,Excellent food and local cultural activities,A perfect place for cultural tourism,Rural tourism promotion program,401,18,56.09,5,3.23,5,14779,97,70.34,48,135,2.58,47.97,17270,69654,45339,1.0,0.6506408912371598,0.60443
L0684,Handicraft Center,Excellent food and local cultural activities,A perfect place for cultural tourism,Community-based tourism program,375,46,42.44,14,4.45,3,13482,21,72.86,375,202,3.66,57.26,16383,77698,15528,0.5386666666666666,0.7016196266882712,0.63836
L0685,Temple,Very authentic rural tourism experience,Enjoyed local food and cultural activities,Sustainable rural tourism policy,87,96,79.95,1,4.44,1,4670,41,55.51,138,247,4.19,13.9,17960,68549,11525,1.0,0.6470601949409377,0.71329
L0686,Cultural Museum,Very authentic rural tourism experience,A perfect place for cultural tourism,Sustainable rural tourism policy,146,10,89.39,14,3.73,8,17033,120,77.58,53,257,4.03,43.64,48758,6641,49398,1.0,0.5420471847087889,0.82029
L0687,Cultural Museum,Amazing traditional crafts and friendly locals,Visited this amazing heritage destination today!,Cultural heritage conservation initiative,157,75,74.84,13,2.74,7,19293,189,79.05,411,318,4.09,57.16,20825,46165,23854,0.7737226277372263,0.664236352832635,0.78612
L0688,Heritage Street,Nice cultural atmosphere but transport could improve,Loved the traditional village lifestyle,Community-based tourism program,680,72,76.12,16,4.8,6,13288,47,50.78,469,234,2.91,15.15,22298,32771,19577,0.4989339019189765,0.41801204025841165,0.6060800000000001
L0689,Traditional Market,Amazing traditional crafts and friendly locals,Exploring rural culture and traditional crafts,Rural tourism promotion program,200,52,65.97,4,4.17,1,5463,135,64.4,279,198,3.85,19.15,1531,32150,2029,0.7096774193548387,0.5174630006898223,0.6865100000000001
L0690,Historic Village,Excellent food and local cultural activities,A perfect place for cultural tourism,Sustainable rural tourism policy,123,37,48.58,6,3.12,1,7774,129,63.22,341,270,3.44,43.86,42309,40319,41907,0.7917888563049853,0.5643912919358227,0.60502
L0691,Historic Village,Excellent food and local cultural activities,Enjoyed local food and cultural activities,Local tourism development scheme,106,40,40.42,9,4.03,7,3423,132,81.19,369,231,2.78,41.61,29158,91553,3584,0.6260162601626016,0.7011133165212662,0.61282
L0692,Cultural Museum,Historic place with good guides and storytelling,Enjoyed local food and cultural activities,Community-based tourism program,384,78,58.92,1,3.51,8,12454,27,76.66,332,116,2.82,24.92,15322,40605,39480,0.3493975903614458,0.48848034555931447,0.6526000000000001
L0693,Heritage Street,Very authentic rural tourism experience,A perfect place for cultural tourism,Community-based tourism program,301,98,81.33,17,4.09,8,14087,131,66.19,368,98,4.11,56.83,24603,76299,35621,0.266304347826087,0.6787005132490866,0.75535
L0694,Handicraft Center,Well preserved heritage with engaging workshops,Visited this amazing heritage destination today!,Local tourism development scheme,303,17,92.82,4,3.68,7,2453,52,75.89,151,99,4.89,29.33,32620,37032,30302,0.6556291390728477,0.6169572489676475,0.8754199999999999
L0695,Historic Village,Well preserved heritage with engaging workshops,Enjoyed local food and cultural activities,Sustainable rural tourism policy,434,43,63.71,6,3.71,0,1195,99,54.46,360,66,2.77,27.07,38628,56896,16689,0.18333333333333332,0.4770821853422552,0.5751700000000001
L0696,Handicraft Center,Well preserved heritage with engaging workshops,Exploring rural culture and traditional crafts,Local tourism development scheme,505,58,60.1,16,4.34,4,9981,128,52.78,220,17,3.74,52.06,21600,7075,11634,0.07727272727272727,0.39960673091349186,0.61582
L0697,Traditional Market,Historic place with good guides and storytelling,Loved the traditional village lifestyle,Cultural heritage conservation initiative,308,67,64.53,7,4.03,6,12259,78,53.2,469,370,3.12,38.08,10226,31750,36899,0.7889125799573561,0.4936812646971429,0.5935900000000001
L0698,Historic Village,Beautiful heritage site with great cultural experience,Great destination for heritage tourism,Rural tourism promotion program,514,84,63.53,5,2.7,9,4553,133,41.62,423,167,3.2,32.1,17937,88440,19906,0.3947990543735225,0.5962456343404219,0.5490700000000001
L0699,Historic Village,Well preserved heritage with engaging workshops,Visited this amazing heritage destination today!,Rural tourism promotion program,83,56,74.42,9,2.66,5,13641,87,78.01,132,136,3.06,37.24,35040,81322,12793,1.0,0.7088972436211605,0.7189000000000001
L0700,Fort,Excellent food and local cultural activities,Enjoyed local food and cultural activities,Sustainable rural tourism policy,544,34,80.38,19,3.26,0,10004,182,94.22,116,14,3.86,45.85,11885,66855,11819,0.1206896551724138,0.6628910930140157,0.84962
L0701,Historic Village,Historic place with good guides and storytelling,Loved the traditional village lifestyle,Local tourism development scheme,375,12,83.17,1,3.58,9,5930,51,57.0,330,246,2.64,14.17,11469,52964,28015,0.7454545454545455,0.5007258288740636,0.63591
L0702,Folk Art Center,Amazing traditional crafts and friendly locals,Great destination for heritage tourism,Community-based tourism program,287,54,75.73,8,3.19,5,3580,76,91.14,25,342,4.36,26.68,6622,31797,11799,1.0,0.6357110363176267,0.85335
L0703,Temple,Very authentic rural tourism experience,A perfect place for cultural tourism,Community-based tourism program,740,61,64.07,4,4.13,3,1404,23,73.36,48,321,4.02,53.03,38304,49311,27647,1.0,0.6752290724552156,0.72685
L0704,Folk Art Center,Very authentic rural tourism experience,A perfect place for cultural tourism,Community-based tourism program,665,43,92.26,17,2.99,2,9144,189,52.37,355,45,3.46,46.63,26254,75749,28060,0.1267605633802817,0.5876557882317258,0.69386
L0705,Heritage Street,Nice cultural atmosphere but transport could improve,Exploring rural culture and traditional crafts,Cultural heritage conservation initiative,590,78,79.11,1,4.26,3,3336,183,40.65,375,122,3.04,13.69,16719,71430,20273,0.3253333333333333,0.5007033436855073,0.58233
L0706,Heritage Street,Amazing traditional crafts and friendly locals,Great destination for heritage tourism,Cultural heritage conservation initiative,788,17,63.47,2,4.43,7,8846,92,79.81,408,164,3.84,33.01,31313,72247,39102,0.4019607843137255,0.6581176036016583,0.74005
L0707,Handicraft Center,Nice cultural atmosphere but transport could improve,A perfect place for cultural tourism,Community-based tourism program,515,36,64.56,14,2.81,5,15013,151,78.31,184,41,4.89,25.4,12228,12057,5736,0.22282608695652173,0.4976812062011284,0.80032
L0708,Folk Art Center,Historic place with good guides and storytelling,A perfect place for cultural tourism,Sustainable rural tourism policy,793,89,84.99,2,4.13,8,1089,107,52.61,412,127,4.27,49.65,24079,35474,18586,0.308252427184466,0.5304645960326425,0.72161
L0709,Folk Art Center,Crowded during peak season but worth visiting,Enjoyed local food and cultural activities,Cultural heritage conservation initiative,353,72,64.23,1,4.9,4,10597,19,58.3,499,331,3.2,17.19,20680,43364,7375,0.6633266533066132,0.49883699038892354,0.61789
L0710,Folk Art Center,Well preserved heritage with engaging workshops,Exploring rural culture and traditional crafts,Cultural heritage conservation initiative,166,91,68.4,13,2.98,8,10809,33,89.39,56,13,4.36,17.24,40302,82151,36327,0.23214285714285715,0.692359051715146,0.82436
L0711,Traditional Market,Beautiful heritage site with great cultural experience,Loved the traditional village lifestyle,Rural tourism promotion program,256,34,56.04,8,4.77,3,10717,14,48.65,442,276,3.76,47.08,26041,18113,12691,0.6244343891402715,0.4727138525008804,0.58832
L0712,Historic Village,Amazing traditional crafts and friendly locals,A perfect place for cultural tourism,Rural tourism promotion program,746,67,86.14,9,4.02,3,16317,50,85.95,82,371,2.62,59.36,25939,32755,5874,1.0,0.5902256399843967,0.7594200000000001
L0713,Temple,Amazing traditional crafts and friendly locals,Visited this amazing heritage destination today!,Sustainable rural tourism policy,530,57,68.73,2,3.98,5,14560,126,49.31,258,313,4.04,29.5,15322,88626,28019,1.0,0.7108038461076827,0.64583
L0714,Handicraft Center,Amazing traditional crafts and friendly locals,Visited this amazing heritage destination today!,Cultural heritage conservation initiative,699,10,70.39,17,2.63,9,5041,3,66.49,269,239,3.08,53.17,4239,93431,16529,0.8884758364312267,0.7359344575366402,0.6619299999999999
L0715,Folk Art Center,Nice cultural atmosphere but transport could improve,Loved the traditional village lifestyle,Cultural heritage conservation initiative,452,17,88.44,6,4.37,6,12354,52,67.44,204,210,3.52,29.91,9610,96525,19605,1.0,0.7453808235229398,0.74628
L0716,Folk Art Center,Historic place with good guides and storytelling,Great destination for heritage tourism,Local tourism development scheme,725,30,90.63,3,3.7,1,1715,141,65.96,266,307,3.7,42.84,6833,27228,41536,1.0,0.562881157243021,0.75773
L0717,Fort,Amazing traditional crafts and friendly locals,Exploring rural culture and traditional crafts,Sustainable rural tourism policy,636,97,85.33,17,4.3,3,15237,192,55.84,59,331,4.5,34.34,25278,94250,45782,1.0,0.7709993899718941,0.74935
L0718,Handicraft Center,Crowded during peak season but worth visiting,Enjoyed local food and cultural activities,Sustainable rural tourism policy,282,99,43.6,6,4.52,7,16163,160,53.94,496,312,3.95,47.16,29021,27402,27651,0.6290322580645161,0.5212464926924977,0.5835600000000001
L0719,Folk Art Center,Amazing traditional crafts and friendly locals,Visited this amazing heritage destination today!,Local tourism development scheme,333,87,64.39,8,3.81,8,19825,123,80.32,83,341,3.35,12.86,34293,54748,19228,1.0,0.6117084984846818,0.7154499999999999
L0720,Handicraft Center,Very authentic rural tourism experience,Visited this amazing heritage destination today!,Local tourism development scheme,529,38,58.88,14,3.16,4,6268,49,55.16,242,21,4.14,37.48,40634,64761,40698,0.08677685950413223,0.576541493950093,0.64568
L0721,Historic Village,Well preserved heritage with engaging workshops,Loved the traditional village lifestyle,Rural tourism promotion program,58,39,51.74,10,2.85,5,17037,62,73.55,141,35,2.98,59.92,7130,73266,36515,0.24822695035460993,0.6306468623105886,0.62822
L0722,Fort,Beautiful heritage site with great cultural experience,Great destination for heritage tourism,Sustainable rural tourism policy,764,12,89.99,10,2.9,9,11309,49,86.57,150,216,4.56,47.58,7212,66698,39764,1.0,0.7726460285659987,0.88985
L0723,Handicraft Center,Well preserved heritage with engaging workshops,Great destination for heritage tourism,Sustainable rural tourism policy,428,16,88.95,15,4.67,6,13990,92,86.04,318,118,3.0,21.51,29204,80564,11978,0.3710691823899371,0.6331946842198497,0.79101
L0724,Temple,Very authentic rural tourism experience,Loved the traditional village lifestyle,Local tourism development scheme,652,20,65.59,8,2.81,6,17033,73,49.19,144,172,3.9,25.28,47268,57327,3431,1.0,0.6033171235959551,0.62753
L0725,Temple,Very authentic rural tourism experience,Visited this amazing heritage destination today!,Community-based tourism program,430,41,47.4,11,3.46,2,12952,163,76.01,44,22,3.01,44.46,45081,58630,12785,0.5,0.5951369446583784,0.6268400000000001
L0726,Heritage Street,Beautiful heritage site with great cultural experience,Exploring rural culture and traditional crafts,Community-based tourism program,711,68,40.74,16,3.34,1,11279,85,73.13,330,136,3.31,17.45,21076,34348,33190,0.4121212121212121,0.4822127649973161,0.61334
L0727,Fort,Crowded during peak season but worth visiting,Visited this amazing heritage destination today!,Rural tourism promotion program,409,21,64.12,3,4.66,9,7832,96,55.51,381,255,3.56,10.35,21191,91836,28952,0.6692913385826772,0.6470400026907225,0.628
L0728,Fort,Historic place with good guides and storytelling,Great destination for heritage tourism,Community-based tourism program,225,88,42.2,15,3.69,7,10814,198,61.53,55,321,3.42,48.64,13134,83641,8654,1.0,0.7179957048980286,0.57792
L0729,Heritage Street,Very authentic rural tourism experience,Enjoyed local food and cultural activities,Community-based tourism program,534,47,73.53,13,4.99,8,1083,99,55.68,127,265,4.83,39.97,9871,46919,35105,1.0,0.6536015651786875,0.7331100000000002
L0730,Handicraft Center,Historic place with good guides and storytelling,Visited this amazing heritage destination today!,Community-based tourism program,454,33,73.46,11,4.34,7,17469,177,69.54,205,180,3.06,43.64,17539,13720,7027,0.8780487804878049,0.48651352346431775,0.68214
L0731,Fort,Very authentic rural tourism experience,Exploring rural culture and traditional crafts,Cultural heritage conservation initiative,82,74,89.44,14,4.63,7,8464,168,84.2,480,383,2.95,11.1,24024,54159,30944,0.7979166666666667,0.5748527940034074,0.7821199999999999
L0732,Temple,Excellent food and local cultural activities,A perfect place for cultural tourism,Rural tourism promotion program,514,27,50.45,7,2.75,1,10934,97,88.26,122,218,3.79,28.93,42155,49072,14275,1.0,0.6566619218535892,0.73179
L0733,Temple,Beautiful heritage site with great cultural experience,Visited this amazing heritage destination today!,Local tourism development scheme,745,55,60.43,19,3.13,3,18694,197,79.76,38,259,4.87,36.59,14050,81286,32213,1.0,0.8018142209363965,0.79253
L0734,Folk Art Center,Very authentic rural tourism experience,Loved the traditional village lifestyle,Community-based tourism program,206,65,87.27,15,2.84,5,16468,154,66.59,206,348,3.76,44.89,21955,26525,46340,1.0,0.5681067142599946,0.75377
L0735,Historic Village,Excellent food and local cultural activities,A perfect place for cultural tourism,Cultural heritage conservation initiative,614,72,66.09,6,3.66,7,15879,29,92.7,419,349,4.9,52.23,40140,71330,21038,0.8329355608591885,0.8060735034248601,0.8630700000000001
L0736,Fort,Well preserved heritage with engaging workshops,Loved the traditional village lifestyle,Community-based tourism program,251,16,43.28,7,4.3,1,10132,159,71.01,253,68,2.98,24.33,24959,82881,4707,0.26877470355731226,0.6030876963531907,0.5926800000000001
L0737,Handicraft Center,Nice cultural atmosphere but transport could improve,Loved the traditional village lifestyle,Cultural heritage conservation initiative,224,75,46.09,14,2.92,7,18420,21,66.32,113,277,2.53,55.35,34258,61965,10695,1.0,0.6280990461496914,0.55535
L0738,Heritage Street,Excellent food and local cultural activities,Loved the traditional village lifestyle,Rural tourism promotion program,293,49,84.74,4,2.83,0,18784,68,87.12,250,166,3.26,43.61,44226,27686,48009,0.664,0.5521304458436271,0.7983
L0739,Heritage Street,Amazing traditional crafts and friendly locals,Visited this amazing heritage destination today!,Community-based tourism program,318,63,80.9,9,4.04,5,4480,148,50.15,374,14,4.1,29.93,46568,9666,13450,0.0374331550802139,0.3829424063671018,0.6893
L0740,Handicraft Center,Very authentic rural tourism experience,Great destination for heritage tourism,Cultural heritage conservation initiative,495,40,88.17,7,3.08,7,6749,55,48.68,405,380,3.98,43.09,39932,39563,33370,0.9382716049382716,0.5735360904191115,0.69803
L0741,Traditional Market,Excellent food and local cultural activities,A perfect place for cultural tourism,Sustainable rural tourism policy,123,61,46.54,15,3.7,7,5713,83,83.04,147,52,3.1,43.06,32403,49462,44589,0.35374149659863946,0.5694613172650611,0.6577799999999999
L0742,Cultural Museum,Historic place with good guides and storytelling,Exploring rural culture and traditional crafts,Sustainable rural tourism policy,145,40,81.82,3,2.63,6,1724,158,87.88,468,75,4.15,20.68,23635,88114,25245,0.16025641025641027,0.6947031645055719,0.84598
L0743,Historic Village,Nice cultural atmosphere but transport could improve,Great destination for heritage tourism,Cultural heritage conservation initiative,222,43,76.03,5,4.2,6,1187,100,44.0,334,143,4.58,10.31,45366,41192,46855,0.4281437125748503,0.4988813276683314,0.67889
L0744,Heritage Street,Crowded during peak season but worth visiting,Visited this amazing heritage destination today!,Community-based tourism program,455,16,52.78,17,3.85,9,7601,186,82.02,323,222,4.22,16.13,45877,46822,49892,0.6873065015479877,0.6084611542106504,0.73962
L0745,Fort,Very authentic rural tourism experience,Loved the traditional village lifestyle,Community-based tourism program,204,98,93.56,1,4.12,8,3772,197,63.35,401,108,4.32,57.75,7451,32096,37839,0.26932668329177056,0.5525658930563697,0.79328
L0746,Historic Village,Amazing traditional crafts and friendly locals,Exploring rural culture and traditional crafts,Rural tourism promotion program,232,25,71.37,1,3.19,1,15480,94,78.7,278,280,3.27,52.92,11496,93055,32934,1.0,0.7795036369637623,0.72511
L0747,Fort,Crowded during peak season but worth visiting,A perfect place for cultural tourism,Rural tourism promotion program,372,31,89.88,16,3.2,0,5612,170,47.42,429,155,3.82,18.62,32156,66424,31283,0.3613053613053613,0.5492143920402772,0.68852
L0748,Traditional Market,Excellent food and local cultural activities,Great destination for heritage tourism,Local tourism development scheme,338,62,87.25,14,4.5,1,3580,181,93.52,367,58,2.61,42.97,9770,21958,8852,0.15803814713896458,0.46368665115955005,0.79243
L0749,Temple,Crowded during peak season but worth visiting,Enjoyed local food and cultural activities,Rural tourism promotion program,307,26,58.32,11,4.3,2,2138,145,88.47,494,184,3.4,55.81,40328,28288,6589,0.3724696356275304,0.5527837887460415,0.7328399999999999
L0750,Historic Village,Crowded during peak season but worth visiting,Great destination for heritage tourism,Community-based tourism program,636,13,69.48,14,3.95,8,8211,182,62.33,417,11,4.54,55.8,37264,19430,37138,0.026378896882494004,0.4963001331593783,0.7301599999999999
L0751,Folk Art Center,Nice cultural atmosphere but transport could improve,Exploring rural culture and traditional crafts,Local tourism development scheme,223,70,63.73,8,4.07,9,15235,28,89.13,261,398,4.48,38.22,13099,43253,35183,1.0,0.6893762551135738,0.8165100000000001
L0752,Heritage Street,Well preserved heritage with engaging workshops,Visited this amazing heritage destination today!,Rural tourism promotion program,379,95,79.0,19,2.74,6,18729,123,89.22,134,302,4.85,46.17,42147,66456,47059,1.0,0.7896048760739754,0.88488
L0753,Historic Village,Crowded during peak season but worth visiting,A perfect place for cultural tourism,Cultural heritage conservation initiative,280,61,72.34,2,4.64,4,18527,188,65.37,171,15,4.92,29.7,35271,25783,6582,0.08771929824561403,0.5074271765263688,0.7737
